city,city_ascii,state_id,state_name,lat,lng
New York,New York,NY,New York,40.6943,-73.9249
Los Angeles,Los Angeles,CA,California,34.1141,-118.4068
Chicago,Chicago,IL,Illinois,41.8375,-87.6866
Miami,Miami,FL,Florida,25.784,-80.2101
Houston,Houston,TX,Texas,29.786,-95.3885
Dallas,Dallas,TX,Texas,32.7935,-96.7667
Philadelphia,Philadelphia,PA,Pennsylvania,40.0077,-75.1339
Atlanta,Atlanta,GA,Georgia,33.7628,-84.422
Washington,Washington,DC,District of Columbia,38.9047,-77.0163
Boston,Boston,MA,Massachusetts,42.3188,-71.0852
Phoenix,Phoenix,AZ,Arizona,33.5722,-112.0892
Detroit,Detroit,MI,Michigan,42.3834,-83.1024
Seattle,Seattle,WA,Washington,47.6211,-122.3244
San Francisco,San Francisco,CA,California,37.7558,-122.4449
San Diego,San Diego,CA,California,32.8313,-117.1222
Tampa,Tampa,FL,Florida,27.9945,-82.4447
Minneapolis,Minneapolis,MN,Minnesota,44.9635,-93.2678
Brooklyn,Brooklyn,NY,New York,40.6501,-73.9496
Denver,Denver,CO,Colorado,39.762,-104.8758
Queens,Queens,NY,New York,40.7498,-73.7976
Riverside,Riverside,CA,California,33.9381,-117.3949
Las Vegas,Las Vegas,NV,Nevada,36.2333,-115.2654
Baltimore,Baltimore,MD,Maryland,39.3051,-76.6144
St. Louis,St. Louis,MO,Missouri,38.6359,-90.2451
Portland,Portland,OR,Oregon,45.5371,-122.65
San Antonio,San Antonio,TX,Texas,29.4632,-98.5238
Sacramento,Sacramento,CA,California,38.5677,-121.4685
Orlando,Orlando,FL,Florida,28.4773,-81.337
Austin,Austin,TX,Texas,30.3005,-97.7522
San Jose,San Jose,CA,California,37.3012,-121.848
San Juan,San Juan,PR,Puerto Rico,18.3985,-66.061
Indianapolis,Indianapolis,IN,Indiana,39.7771,-86.1458
Pittsburgh,Pittsburgh,PA,Pennsylvania,40.4397,-79.9763
Cincinnati,Cincinnati,OH,Ohio,39.1413,-84.506
Kansas City,Kansas City,MO,Missouri,39.1238,-94.5541
Cleveland,Cleveland,OH,Ohio,41.4764,-81.6805
Manhattan,Manhattan,NY,New York,40.7834,-73.9662
Columbus,Columbus,OH,Ohio,39.9862,-82.9855
Charlotte,Charlotte,NC,North Carolina,35.2083,-80.8303
Bronx,Bronx,NY,New York,40.8501,-73.8662
Virginia Beach,Virginia Beach,VA,Virginia,36.7335,-76.0435
Jacksonville,Jacksonville,FL,Florida,30.3322,-81.6749
Providence,Providence,RI,Rhode Island,41.823,-71.4187
Milwaukee,Milwaukee,WI,Wisconsin,43.0642,-87.9675
Nashville,Nashville,TN,Tennessee,36.1715,-86.7842
Salt Lake City,Salt Lake City,UT,Utah,40.7776,-111.9311
Raleigh,Raleigh,NC,North Carolina,35.8324,-78.6429
Richmond,Richmond,VA,Virginia,37.5295,-77.4756
Memphis,Memphis,TN,Tennessee,35.1087,-89.9663
Oklahoma City,Oklahoma City,OK,Oklahoma,35.4676,-97.5136
Hartford,Hartford,CT,Connecticut,41.7661,-72.6834
Louisville,Louisville,KY,Kentucky,38.1663,-85.6485
Fort Worth,Fort Worth,TX,Texas,32.7817,-97.3474
Bridgeport,Bridgeport,CT,Connecticut,41.1918,-73.1954
Buffalo,Buffalo,NY,New York,42.9018,-78.8487
New Orleans,New Orleans,LA,Louisiana,30.0687,-89.9288
Tucson,Tucson,AZ,Arizona,32.1541,-110.8787
El Paso,El Paso,TX,Texas,31.8476,-106.43
Omaha,Omaha,NE,Nebraska,41.2627,-96.0529
McAllen,McAllen,TX,Texas,26.2252,-98.2467
Birmingham,Birmingham,AL,Alabama,33.5279,-86.7971
Albuquerque,Albuquerque,NM,New Mexico,35.1054,-106.6465
Tulsa,Tulsa,OK,Oklahoma,36.1283,-95.9042
Charleston,Charleston,SC,South Carolina,32.8168,-79.9687
Fresno,Fresno,CA,California,36.783,-119.7939
Rochester,Rochester,NY,New York,43.168,-77.6162
Cape Coral,Cape Coral,FL,Florida,26.6443,-81.9957
Dayton,Dayton,OH,Ohio,39.7805,-84.2003
Baton Rouge,Baton Rouge,LA,Louisiana,30.442,-91.1311
Mission Viejo,Mission Viejo,CA,California,33.6096,-117.6551
Allentown,Allentown,PA,Pennsylvania,40.5961,-75.4756
Colorado Springs,Colorado Springs,CO,Colorado,38.8674,-104.7605
Provo,Provo,UT,Utah,40.2457,-111.6457
Ogden,Ogden,UT,Utah,41.2279,-111.9682
Knoxville,Knoxville,TN,Tennessee,35.9692,-83.9496
Grand Rapids,Grand Rapids,MI,Michigan,42.9619,-85.6562
Columbia,Columbia,SC,South Carolina,34.0378,-80.9036
Albany,Albany,NY,New York,42.6664,-73.7987
Des Moines,Des Moines,IA,Iowa,41.5725,-93.6105
New Haven,New Haven,CT,Connecticut,41.3113,-72.9246
Bakersfield,Bakersfield,CA,California,35.3529,-119.0359
Palm Bay,Palm Bay,FL,Florida,27.9631,-80.6593
Akron,Akron,OH,Ohio,41.0798,-81.5219
Concord,Concord,CA,California,37.9722,-122.0016
Wichita,Wichita,KS,Kansas,37.6895,-97.3443
Mesa,Mesa,AZ,Arizona,33.4015,-111.7178
Harrisburg,Harrisburg,PA,Pennsylvania,40.2752,-76.8843
Worcester,Worcester,MA,Massachusetts,42.2705,-71.8079
Staten Island,Staten Island,NY,New York,40.5834,-74.1496
Toledo,Toledo,OH,Ohio,41.6638,-83.5827
Port St. Lucie,Port St. Lucie,FL,Florida,27.2796,-80.3884
Madison,Madison,WI,Wisconsin,43.0822,-89.393
Kissimmee,Kissimmee,FL,Florida,28.3041,-81.4169
Reno,Reno,NV,Nevada,39.5497,-119.8483
Little Rock,Little Rock,AR,Arkansas,34.7256,-92.3577
Denton,Denton,TX,Texas,33.2175,-97.1418
Spokane,Spokane,WA,Washington,47.6671,-117.433
Long Beach,Long Beach,CA,California,33.7977,-118.167
Bonita Springs,Bonita Springs,FL,Florida,26.3558,-81.7859
Boise,Boise,ID,Idaho,43.6005,-116.2308
Winston-Salem,Winston-Salem,NC,North Carolina,36.1029,-80.261
Oakland,Oakland,CA,California,37.7904,-122.2166
Augusta,Augusta,GA,Georgia,33.3645,-82.0708
Springfield,Springfield,MA,Massachusetts,42.1155,-72.5395
Durham,Durham,NC,North Carolina,35.9792,-78.9022
Pensacola,Pensacola,FL,Florida,30.4413,-87.1911
Chattanooga,Chattanooga,TN,Tennessee,35.066,-85.2481
Stockton,Stockton,CA,California,37.9765,-121.3109
Fayetteville,Fayetteville,AR,Arkansas,36.0714,-94.1661
Lancaster,Lancaster,PA,Pennsylvania,40.042,-76.3012
Greenville,Greenville,SC,South Carolina,34.8354,-82.3646
Syracuse,Syracuse,NY,New York,43.0407,-76.1437
Arlington,Arlington,TX,Texas,32.6998,-97.125
Aurora,Aurora,CO,Colorado,39.7083,-104.7237
Trenton,Trenton,NJ,New Jersey,40.2237,-74.7641
Oxnard,Oxnard,CA,California,34.1964,-119.1815
Huntsville,Huntsville,AL,Alabama,34.6981,-86.6412
Indio,Indio,CA,California,33.7346,-116.2346
Scranton,Scranton,PA,Pennsylvania,41.4044,-75.6649
Victorville,Victorville,CA,California,34.5277,-117.3536
Modesto,Modesto,CA,California,37.6375,-121.0028
Myrtle Beach,Myrtle Beach,SC,South Carolina,33.7094,-78.8844
Honolulu,Honolulu,HI,Hawaii,21.3294,-157.846
Anaheim,Anaheim,CA,California,33.839,-117.8574
Greensboro,Greensboro,NC,North Carolina,36.0956,-79.8271
Corpus Christi,Corpus Christi,TX,Texas,27.7254,-97.3767
Fort Wayne,Fort Wayne,IN,Indiana,41.0888,-85.1436
Fort Collins,Fort Collins,CO,Colorado,40.5477,-105.0656
Antioch,Antioch,CA,California,37.9787,-121.796
Jackson,Jackson,MS,Mississippi,32.3157,-90.2125
Henderson,Henderson,NV,Nevada,36.0133,-115.0381
Lansing,Lansing,MI,Michigan,42.7142,-84.5601
Fayetteville,Fayetteville,NC,North Carolina,35.085,-78.9772
Savannah,Savannah,GA,Georgia,32.0286,-81.1821
Lexington,Lexington,KY,Kentucky,38.0423,-84.4587
Ann Arbor,Ann Arbor,MI,Michigan,42.2759,-83.731
Poughkeepsie,Poughkeepsie,NY,New York,41.695,-73.9211
Mobile,Mobile,AL,Alabama,30.6782,-88.1162
Youngstown,Youngstown,OH,Ohio,41.0993,-80.6463
Santa Ana,Santa Ana,CA,California,33.7367,-117.8819
Irvine,Irvine,CA,California,33.6772,-117.7738
Newark,Newark,NJ,New Jersey,40.7245,-74.1725
St. Paul,St. Paul,MN,Minnesota,44.9478,-93.1039
Winter Haven,Winter Haven,FL,Florida,28.0118,-81.7014
Springfield,Springfield,MO,Missouri,37.1943,-93.2916
Concord,Concord,NC,North Carolina,35.3933,-80.6369
Lincoln,Lincoln,NE,Nebraska,40.8099,-96.6784
Flint,Flint,MI,Michigan,43.0236,-83.6921
Asheville,Asheville,NC,North Carolina,35.5707,-82.5537
Jersey City,Jersey City,NJ,New Jersey,40.7184,-74.0686
Santa Rosa,Santa Rosa,CA,California,38.4458,-122.7067
Plano,Plano,TX,Texas,33.0502,-96.7486
Lakeland,Lakeland,FL,Florida,28.0557,-81.9545
Anchorage,Anchorage,AK,Alaska,61.1508,-149.1091
Canton,Canton,OH,Ohio,40.8078,-81.3676
Wilmington,Wilmington,NC,North Carolina,34.2099,-77.8866
Lubbock,Lubbock,TX,Texas,33.5657,-101.8879
Reading,Reading,PA,Pennsylvania,40.34,-75.9267
Davenport,Davenport,IA,Iowa,41.5565,-90.6053
Gilbert,Gilbert,AZ,Arizona,33.31,-111.7463
Chandler,Chandler,AZ,Arizona,33.2825,-111.8514
South Bend,South Bend,IN,Indiana,41.6767,-86.2696
North Las Vegas,North Las Vegas,NV,Nevada,36.2883,-115.0888
Chula Vista,Chula Vista,CA,California,32.6281,-117.0144
Shreveport,Shreveport,LA,Louisiana,32.4653,-93.7955
Eugene,Eugene,OR,Oregon,44.0564,-123.1174
Rockford,Rockford,IL,Illinois,42.2596,-89.064
Santa Clarita,Santa Clarita,CA,California,34.4175,-118.4964
Salem,Salem,OR,Oregon,44.9233,-123.0244
Round Lake Beach,Round Lake Beach,IL,Illinois,42.3791,-88.0811
Killeen,Killeen,TX,Texas,31.0753,-97.7297
St. Petersburg,St. Petersburg,FL,Florida,27.7931,-82.6652
Tallahassee,Tallahassee,FL,Florida,30.4551,-84.2527
Kennewick,Kennewick,WA,Washington,46.1978,-119.1732
Laredo,Laredo,TX,Texas,27.5625,-99.4874
Columbus,Columbus,GA,Georgia,32.51,-84.8771
Irving,Irving,TX,Texas,32.8583,-96.9702
Peoria,Peoria,IL,Illinois,40.752,-89.6154
Montgomery,Montgomery,AL,Alabama,32.3482,-86.2668
Glendale,Glendale,AZ,Arizona,33.5791,-112.2311
Chesapeake,Chesapeake,VA,Virginia,36.6778,-76.3023
Garland,Garland,TX,Texas,32.91,-96.6304
Gulfport,Gulfport,MS,Mississippi,30.4274,-89.0704
York,York,PA,Pennsylvania,39.9651,-76.7315
Scottsdale,Scottsdale,AZ,Arizona,33.6872,-111.8651
Lafayette,Lafayette,LA,Louisiana,30.2082,-92.0325
Nashua,Nashua,NH,New Hampshire,42.7491,-71.491
Enterprise,Enterprise,NV,Nevada,36.0091,-115.2278
Rock Hill,Rock Hill,SC,South Carolina,34.9415,-81.0241
Arlington,Arlington,VA,Virginia,38.8786,-77.1011
Norfolk,Norfolk,VA,Virginia,36.8945,-76.259
Fargo,Fargo,ND,North Dakota,46.8651,-96.8292
Appleton,Appleton,WI,Wisconsin,44.278,-88.3892
Fremont,Fremont,CA,California,37.5265,-121.9843
Clarksville,Clarksville,TN,Tennessee,36.5692,-87.3413
Hialeah,Hialeah,FL,Florida,25.8696,-80.3045
Aguadilla,Aguadilla,PR,Puerto Rico,18.4382,-67.1537
Bremerton,Bremerton,WA,Washington,47.5436,-122.7121
Deltona,Deltona,FL,Florida,28.905,-81.2137
Brownsville,Brownsville,TX,Texas,25.9975,-97.458
Tacoma,Tacoma,WA,Washington,47.2431,-122.4531
San Bernardino,San Bernardino,CA,California,34.1416,-117.2943
Green Bay,Green Bay,WI,Wisconsin,44.5148,-87.9895
College Station,College Station,TX,Texas,30.5852,-96.2959
Frisco,Frisco,TX,Texas,33.156,-96.8216
Spring Valley,Spring Valley,NV,Nevada,36.0952,-115.2636
Spartanburg,Spartanburg,SC,South Carolina,34.9442,-81.9251
Roanoke,Roanoke,VA,Virginia,37.2785,-79.9581
Olympia,Olympia,WA,Washington,47.0417,-122.8959
Gainesville,Gainesville,FL,Florida,29.6804,-82.3459
Kalamazoo,Kalamazoo,MI,Michigan,42.2749,-85.5882
Fontana,Fontana,CA,California,34.0968,-117.4599
Hickory,Hickory,NC,North Carolina,35.741,-81.3223
Moreno Valley,Moreno Valley,CA,California,33.9244,-117.2045
Portland,Portland,ME,Maine,43.6773,-70.2715
McKinney,McKinney,TX,Texas,33.2016,-96.667
Yonkers,Yonkers,NY,New York,40.9466,-73.8673
Ocala,Ocala,FL,Florida,29.178,-82.1511
Sioux Falls,Sioux Falls,SD,South Dakota,43.5396,-96.7311
Thousand Oaks,Thousand Oaks,CA,California,34.1914,-118.8756
Amarillo,Amarillo,TX,Texas,35.1984,-101.8316
Hagerstown,Hagerstown,MD,Maryland,39.6401,-77.7217
Evansville,Evansville,IN,Indiana,37.9881,-87.5341
Waterbury,Waterbury,CT,Connecticut,41.5582,-73.0361
Santa Barbara,Santa Barbara,CA,California,34.4285,-119.7202
Lorain,Lorain,OH,Ohio,41.4409,-82.184
Nampa,Nampa,ID,Idaho,43.5844,-116.5638
Grand Prairie,Grand Prairie,TX,Texas,32.6871,-97.0208
Overland Park,Overland Park,KS,Kansas,38.887,-94.687
Sunrise Manor,Sunrise Manor,NV,Nevada,36.1783,-115.0487
Galveston,Galveston,TX,Texas,29.2484,-94.8913
Peoria,Peoria,AZ,Arizona,33.7843,-112.2989
Cedar Rapids,Cedar Rapids,IA,Iowa,41.9662,-91.6783
Vancouver,Vancouver,WA,Washington,45.6366,-122.5967
Huntington Beach,Huntington Beach,CA,California,33.696,-118.0018
Frederick,Frederick,MD,Maryland,39.4337,-77.4141
Murfreesboro,Murfreesboro,TN,Tennessee,35.849,-86.4121
Waco,Waco,TX,Texas,31.5599,-97.1882
Huntington,Huntington,WV,West Virginia,38.4109,-82.4345
Glendale,Glendale,CA,California,34.1819,-118.2468
Mauldin,Mauldin,SC,South Carolina,34.7821,-82.3032
Tempe,Tempe,AZ,Arizona,33.3881,-111.9319
Fredericksburg,Fredericksburg,VA,Virginia,38.2992,-77.4872
Paradise,Paradise,NV,Nevada,36.0872,-115.1355
Fort Lauderdale,Fort Lauderdale,FL,Florida,26.1412,-80.1464
Hemet,Hemet,CA,California,33.7341,-116.9969
Erie,Erie,PA,Pennsylvania,42.1167,-80.0733
Gainesville,Gainesville,GA,Georgia,34.2902,-83.8294
Newport News,Newport News,VA,Virginia,37.1051,-76.5185
Gastonia,Gastonia,NC,North Carolina,35.2494,-81.1854
Spring Hill,Spring Hill,FL,Florida,28.4798,-82.53
Ontario,Ontario,CA,California,34.0393,-117.6064
Aurora,Aurora,IL,Illinois,41.7638,-88.2902
Cary,Cary,NC,North Carolina,35.7819,-78.8195
Elk Grove,Elk Grove,CA,California,38.4161,-121.3842
Panama City,Panama City,FL,Florida,30.1995,-85.6003
Rancho Cucamonga,Rancho Cucamonga,CA,California,34.1247,-117.5667
High Point,High Point,NC,North Carolina,35.991,-79.9937
Danbury,Danbury,CT,Connecticut,41.4015,-73.4709
Salinas,Salinas,CA,California,36.6883,-121.6317
Pembroke Pines,Pembroke Pines,FL,Florida,26.0128,-80.3382
Vallejo,Vallejo,CA,California,38.1125,-122.2342
Oceanside,Oceanside,CA,California,33.2247,-117.3083
Leesburg,Leesburg,FL,Florida,28.7672,-81.8962
Garden Grove,Garden Grove,CA,California,33.7787,-117.9601
Muskegon,Muskegon,MI,Michigan,43.2281,-86.2562
Medford,Medford,OR,Oregon,42.3372,-122.854
Tuscaloosa,Tuscaloosa,AL,Alabama,33.2348,-87.5268
Lancaster,Lancaster,CA,California,34.6935,-118.1753
Visalia,Visalia,CA,California,36.3276,-119.3269
Manchester,Manchester,NH,New Hampshire,42.9848,-71.4447
Norwich,Norwich,CT,Connecticut,41.5495,-72.0882
Bayamón,Bayamon,PR,Puerto Rico,18.3794,-66.1635
Marysville,Marysville,WA,Washington,48.0809,-122.1561
Lafayette,Lafayette,IN,Indiana,40.3991,-86.8593
Palmdale,Palmdale,CA,California,34.5944,-118.1057
Santa Cruz,Santa Cruz,CA,California,36.9789,-122.0346
Odessa,Odessa,TX,Texas,31.8801,-102.3448
New Bedford,New Bedford,MA,Massachusetts,41.6697,-70.9428
Merced,Merced,CA,California,37.3057,-120.4779
Corona,Corona,CA,California,33.8616,-117.5649
Hayward,Hayward,CA,California,37.6328,-122.0766
Paterson,Paterson,NJ,New Jersey,40.9147,-74.1624
Binghamton,Binghamton,NY,New York,42.1014,-75.9093
Springfield,Springfield,IL,Illinois,39.7709,-89.654
Alexandria,Alexandria,VA,Virginia,38.8185,-77.0861
Lakewood,Lakewood,CO,Colorado,39.6977,-105.1172
Macon,Macon,GA,Georgia,32.8065,-83.6974
Roseville,Roseville,CA,California,38.7703,-121.3196
Kansas City,Kansas City,KS,Kansas,39.1235,-94.7443
Hollywood,Hollywood,FL,Florida,26.0293,-80.1679
Surprise,Surprise,AZ,Arizona,33.6815,-112.4515
Sunnyvale,Sunnyvale,CA,California,37.3836,-122.0255
Champaign,Champaign,IL,Illinois,40.1142,-88.2737
Lake Charles,Lake Charles,LA,Louisiana,30.201,-93.2111
Burlington,Burlington,NC,North Carolina,36.076,-79.4685
Bellevue,Bellevue,WA,Washington,47.5951,-122.1535
Fairfield,Fairfield,CA,California,38.2583,-122.0335
Naperville,Naperville,IL,Illinois,41.748,-88.1659
Joliet,Joliet,IL,Illinois,41.5188,-88.1499
Elkhart,Elkhart,IN,Indiana,41.6916,-85.9627
Escondido,Escondido,CA,California,33.1348,-117.0723
Pasadena,Pasadena,TX,Texas,29.6575,-95.1498
Mesquite,Mesquite,TX,Texas,32.7602,-96.5865
Midland,Midland,TX,Texas,32.0243,-102.1147
Columbia,Columbia,MO,Missouri,38.9472,-92.3268
Warner Robins,Warner Robins,GA,Georgia,32.5961,-83.6527
St. George,St. George,UT,Utah,37.0758,-113.5752
Pomona,Pomona,CA,California,34.0585,-117.7626
Topeka,Topeka,KS,Kansas,39.0346,-95.6955
Beaumont,Beaumont,TX,Texas,30.0849,-94.1451
South Lyon,South Lyon,MI,Michigan,42.4614,-83.6526
Yuma,Yuma,AZ,Arizona,32.5995,-114.5491
Olathe,Olathe,KS,Kansas,38.8833,-94.82
Santa Maria,Santa Maria,CA,California,34.9333,-120.4431
Thornton,Thornton,CO,Colorado,39.9197,-104.9438
Athens,Athens,GA,Georgia,33.9508,-83.3689
Torrance,Torrance,CA,California,33.8346,-118.3416
Fullerton,Fullerton,CA,California,33.8841,-117.9279
Grand Junction,Grand Junction,CO,Colorado,39.0877,-108.5673
Greeley,Greeley,CO,Colorado,40.4152,-104.7706
Metairie,Metairie,LA,Louisiana,29.9977,-90.178
Las Cruces,Las Cruces,NM,New Mexico,32.3265,-106.7893
Houma,Houma,LA,Louisiana,29.58,-90.7059
Carolina,Carolina,PR,Puerto Rico,18.4054,-65.9792
Miramar,Miramar,FL,Florida,25.9773,-80.3351
West Valley City,West Valley City,UT,Utah,40.6886,-112.0123
Orange,Orange,CA,California,33.8038,-117.8218
Warren,Warren,MI,Michigan,42.4934,-83.027
Charleston,Charleston,WV,West Virginia,38.3484,-81.6322
Hampton,Hampton,VA,Virginia,37.0551,-76.363
Elizabeth,Elizabeth,NJ,New Jersey,40.6658,-74.1913
Stamford,Stamford,CT,Connecticut,41.1039,-73.5585
Pasadena,Pasadena,CA,California,34.1597,-118.139
Racine,Racine,WI,Wisconsin,42.7274,-87.8135
Yakima,Yakima,WA,Washington,46.5923,-120.5496
Coral Springs,Coral Springs,FL,Florida,26.2702,-80.2591
Kent,Kent,WA,Washington,47.3887,-122.2128
Bellingham,Bellingham,WA,Washington,48.7548,-122.469
Bloomington,Bloomington,IL,Illinois,40.4757,-88.9703
Tyler,Tyler,TX,Texas,32.3184,-95.3062
Carrollton,Carrollton,TX,Texas,32.989,-96.8999
Sterling Heights,Sterling Heights,MI,Michigan,42.5809,-83.0305
Iowa City,Iowa City,IA,Iowa,41.6559,-91.5303
Lehigh Acres,Lehigh Acres,FL,Florida,26.612,-81.6388
Johnson City,Johnson City,TN,Tennessee,36.3406,-82.3806
Coeur d'Alene,Coeur d'Alene,ID,Idaho,47.704,-116.7936
Dover,Dover,DE,Delaware,39.161,-75.5202
Lewisville,Lewisville,TX,Texas,33.0454,-96.9815
Santa Clara,Santa Clara,CA,California,37.3646,-121.968
Meridian,Meridian,ID,Idaho,43.6116,-116.3977
Temple,Temple,TX,Texas,31.1068,-97.3891
Norman,Norman,OK,Oklahoma,35.2335,-97.3471
Kailua,Kailua,HI,Hawaii,21.392,-157.7396
Billings,Billings,MT,Montana,45.7891,-108.5526
Arecibo,Arecibo,PR,Puerto Rico,18.4491,-66.7387
Abilene,Abilene,TX,Texas,32.4543,-99.7384
Round Rock,Round Rock,TX,Texas,30.527,-97.6642
Greenville,Greenville,NC,North Carolina,35.5943,-77.376
Pearland,Pearland,TX,Texas,29.5581,-95.3218
Simi Valley,Simi Valley,CA,California,34.2663,-118.749
Kenosha,Kenosha,WI,Wisconsin,42.5865,-87.8773
Lynchburg,Lynchburg,VA,Virginia,37.4003,-79.1909
Waldorf,Waldorf,MD,Maryland,38.6085,-76.9194
Clovis,Clovis,CA,California,36.8278,-119.683
Yuba City,Yuba City,CA,California,39.1357,-121.6383
Seaside,Seaside,CA,California,36.6224,-121.8199
Logan,Logan,UT,Utah,41.7399,-111.8422
Fort Smith,Fort Smith,AR,Arkansas,35.3495,-94.3695
Rochester,Rochester,MN,Minnesota,44.0154,-92.478
Burlington,Burlington,VT,Vermont,44.4876,-73.2316
Arvada,Arvada,CO,Colorado,39.832,-105.151
Mandeville,Mandeville,LA,Louisiana,30.3751,-90.0904
West Palm Beach,West Palm Beach,FL,Florida,26.7469,-80.132
Pueblo,Pueblo,CO,Colorado,38.2701,-104.6114
Independence,Independence,MO,Missouri,39.0871,-94.3501
Monroe,Monroe,LA,Louisiana,32.5185,-92.0774
The Woodlands,The Woodlands,TX,Texas,30.1738,-95.5134
Boulder,Boulder,CO,Colorado,40.0248,-105.2524
Berkeley,Berkeley,CA,California,37.8722,-122.276
North Charleston,North Charleston,SC,South Carolina,32.9067,-80.0722
Brandon,Brandon,FL,Florida,27.9367,-82.3
Waterloo,Waterloo,IA,Iowa,42.4918,-92.3522
Duluth,Duluth,MN,Minnesota,46.7756,-92.1393
Cambridge,Cambridge,MA,Massachusetts,42.3759,-71.1185
Richardson,Richardson,TX,Texas,32.9716,-96.7093
Lowell,Lowell,MA,Massachusetts,42.6389,-71.3217
Broken Arrow,Broken Arrow,OK,Oklahoma,36.038,-95.7806
Utica,Utica,NY,New York,43.0962,-75.2261
Redding,Redding,CA,California,40.5698,-122.365
Clearwater,Clearwater,FL,Florida,27.979,-82.7623
St. Cloud,St. Cloud,MN,Minnesota,45.534,-94.1718
Harlingen,Harlingen,TX,Texas,26.1916,-97.6977
Gilroy,Gilroy,CA,California,37.0046,-121.5854
West Jordan,West Jordan,UT,Utah,40.6024,-112.0008
League City,League City,TX,Texas,29.4874,-95.1087
Port Arthur,Port Arthur,TX,Texas,29.8554,-93.9264
Richmond,Richmond,CA,California,37.9477,-122.3389
Westminster,Westminster,CO,Colorado,39.8837,-105.0624
Elgin,Elgin,IL,Illinois,42.0383,-88.324
Carlsbad,Carlsbad,CA,California,33.1246,-117.2834
Pompano Beach,Pompano Beach,FL,Florida,26.2428,-80.1312
Riverview,Riverview,FL,Florida,27.8227,-82.3023
Miami Gardens,Miami Gardens,FL,Florida,25.9433,-80.2426
Bend,Bend,OR,Oregon,44.0563,-121.3095
Sioux City,Sioux City,IA,Iowa,42.4959,-96.3901
Gresham,Gresham,OR,Oregon,45.5021,-122.4413
Murrieta,Murrieta,CA,California,33.5719,-117.1909
Saginaw,Saginaw,MI,Michigan,43.4199,-83.9501
Everett,Everett,WA,Washington,47.9525,-122.1669
East Los Angeles,East Los Angeles,CA,California,34.0326,-118.1691
Jacksonville,Jacksonville,NC,North Carolina,34.7289,-77.3941
Ponce,Ponce,PR,Puerto Rico,18.0127,-66.6212
Temecula,Temecula,CA,California,33.4928,-117.1315
Idaho Falls,Idaho Falls,ID,Idaho,43.4871,-112.0362
Downey,Downey,CA,California,33.9379,-118.1311
South Fulton,South Fulton,GA,Georgia,33.6273,-84.58
Costa Mesa,Costa Mesa,CA,California,33.6667,-117.9135
Menifee,Menifee,CA,California,33.6909,-117.1849
Allen,Allen,TX,Texas,33.1088,-96.6735
Sparks,Sparks,NV,Nevada,39.5736,-119.7161
Leominster,Leominster,MA,Massachusetts,42.5209,-71.7717
Sugar Land,Sugar Land,TX,Texas,29.5935,-95.6358
Eau Claire,Eau Claire,WI,Wisconsin,44.8197,-91.4948
San Buenaventura,San Buenaventura,CA,California,34.2741,-119.2314
San Tan Valley,San Tan Valley,AZ,Arizona,33.1786,-111.5629
Auburn,Auburn,AL,Alabama,32.6087,-85.4903
Rio Rancho,Rio Rancho,NM,New Mexico,35.2873,-106.6982
Davie,Davie,FL,Florida,26.0789,-80.287
Chico,Chico,CA,California,39.7578,-121.8161
Hillsboro,Hillsboro,OR,Oregon,45.5273,-122.936
Centennial,Centennial,CO,Colorado,39.5926,-104.8673
Bloomington,Bloomington,IN,Indiana,39.1637,-86.5257
Goodyear,Goodyear,AZ,Arizona,33.2614,-112.3622
Dearborn,Dearborn,MI,Michigan,42.3127,-83.213
Holland,Holland,MI,Michigan,42.7677,-86.0984
Sandy Springs,Sandy Springs,GA,Georgia,33.9366,-84.3703
West Covina,West Covina,CA,California,34.0555,-117.9113
Jurupa Valley,Jurupa Valley,CA,California,34.001,-117.4706
Bowling Green,Bowling Green,KY,Kentucky,36.9716,-86.4378
Longview,Longview,TX,Texas,32.5193,-94.7622
Spokane Valley,Spokane Valley,WA,Washington,47.6626,-117.2346
El Monte,El Monte,CA,California,34.0739,-118.0291
Brockton,Brockton,MA,Massachusetts,42.0821,-71.0242
Renton,Renton,WA,Washington,47.4784,-122.1918
Buckeye,Buckeye,AZ,Arizona,33.4314,-112.6429
New Braunfels,New Braunfels,TX,Texas,29.6994,-98.1148
Inglewood,Inglewood,CA,California,33.9566,-118.3444
Edinburg,Edinburg,TX,Texas,26.3196,-98.1597
Burbank,Burbank,CA,California,34.1879,-118.3235
El Cajon,El Cajon,CA,California,32.8017,-116.9604
Columbia,Columbia,MD,Maryland,39.2004,-76.859
Rialto,Rialto,CA,California,34.1175,-117.3892
Portsmouth,Portsmouth,NH,New Hampshire,43.058,-70.7826
Lee's Summit,Lee's Summit,MO,Missouri,38.9171,-94.3816
Kingsport,Kingsport,TN,Tennessee,36.5224,-82.5454
Charlottesville,Charlottesville,VA,Virginia,38.0375,-78.4855
San Mateo,San Mateo,CA,California,37.5522,-122.3121
Vacaville,Vacaville,CA,California,38.3587,-121.9673
Wichita Falls,Wichita Falls,TX,Texas,33.9072,-98.5291
Longmont,Longmont,CO,Colorado,40.1686,-105.1005
Conroe,Conroe,TX,Texas,30.3238,-95.4824
Fishers,Fishers,IN,Indiana,39.9588,-85.9659
Highlands Ranch,Highlands Ranch,CO,Colorado,39.5419,-104.9708
Quincy,Quincy,MA,Massachusetts,42.2506,-71.0187
Daly City,Daly City,CA,California,37.6862,-122.4685
Lynn,Lynn,MA,Massachusetts,42.4781,-70.9664
